restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
Nilu Ki Rasoi,Quick Bites,3.7,37,250,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
Nimma Mane,Quick Bites,3.2,7,350,No,No,Biryani,Lavelle Road,Seshadripuram
Nine2twelve,Quick Bites,2.8,40,300,No,No,South Indian,Kalyan Nagar,Kalyan Nagar
Ningi Family Restaurant,Quick Bites,3.5,10,400,No,No,"South Indian, Biryani, Chinese",Bannerghatta Road,JP Nagar
Nirala's Home Kitchen,Delivery,2.8,40,300,No,No,"Bihari, North Indian",Brookefield,Marathahalli
Nirvana Bar - Manipal County,Bar,3.3,6,1000,No,No,Finger Food,Electronic City,Electronic City
Nisarga,Casual Dining,3.6,110,500,Yes,No,"Andhra, North Indian, Chinese",Rajajinagar,Basaveshwara Nagar
Nisarga Garden,Quick Bites,4,89,300,No,No,"South Indian, Chinese, Street Food, Juices",Brigade Road,Infantry Road
Nisarga Garden Restaurant,Quick Bites,3.4,51,350,No,No,"South Indian, Chinese, Desserts, Beverages",Banashankari,Basavanagudi
Nisarga Restaurant,Quick Bites,3.3,6,350,No,No,"Mangalorean, Chinese, North Indian, Seafood",Lavelle Road,Majestic
NISO Chinese Restaurant,Quick Bites,3.9,36,350,No,No,"Chinese, Momos",Whitefield,KR Puram
Nite Out,Delivery,3.5,6,500,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Marathahalli
Nitehunger,"Takeaway, Delivery",2.6,119,500,Yes,No,"North Indian, Chinese",Brookefield,Marathahalli
Nithyothsav - Hotel Ramanashree,Casual Dining,3,31,1000,No,No,"North Indian, Chinese",Brigade Road,MG Road
Nizaam's Kaati Rolls & Kebabs,Quick Bites,3.7,110,450,Yes,No,"Street Food, North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar
Nizam's Biryani House,Casual Dining,2.8,40,700,Yes,No,"Hyderabadi, Biryani",Old Airport Road,Old Airport Road
NMR Multicuisine Restaurant,Casual Dining,3.6,9,550,Yes,No,"North Indian, Chinese, Arabian, Juices",Electronic City,Electronic City
No 10 Fort Cochin,Casual Dining,2.8,40,800,No,No,"South Indian, Seafood, Kerala, Biryani",Brigade Road,Residency Road
No More Hungry,Quick Bites,3.3,214,450,Yes,No,North Indian,Indiranagar,Jeevan Bhima Nagar
NOC Cafe & Catering,Quick Bites,3.2,7,400,Yes,No,"North Indian, Fast Food",Malleshwaram,New BEL Road
Noibidya,Quick Bites,3.5,44,400,No,No,"North Indian, Bengali",Brookefield,Marathahalli
NoLimmits Lounge and Club,Club,4,2096,2000,Yes,Yes,"Chinese, Continental, North Indian, Burger, Pizza",Indiranagar,Brigade Road
Nomadic Tandoor,Cafe,3.7,168,700,Yes,No,"Cafe, North Indian, Chinese, Continental",Malleshwaram,New BEL Road
Nonveg Dreams,Delivery,2.8,40,400,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Noodle Bar,Casual Dining,4,1070,1400,No,Yes,"Chinese, Momos",Whitefield,Whitefield
Noodle Panda,Casual Dining,4.3,336,800,Yes,No,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Noodles,Casual Dining,3.8,98,500,Yes,No,"Chinese, Momos",Kalyan Nagar,Banaswadi
Nook - Aloft Bengaluru Cessna Business Park,Casual Dining,4.2,411,1800,No,Yes,"North Indian, Continental, Asian",Whitefield,Bellandur
Noon's,Quick Bites,4.2,161,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR
Norsha Caffe,Cafe,3.3,6,400,No,No,Cafe,Lavelle Road,Commercial Street
North Indian And Bengali Mess,Mess,3.7,34,300,No,No,"North Indian, Bengali","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
North Indian Bhukkads,Quick Bites,4,202,450,Yes,Yes,"North Indian, Biryani, Chinese, Street Food",Kalyan Nagar,Nagawara
North Indian Hotel,Quick Bites,3.4,11,200,No,No,North Indian,Lavelle Road,Shivajinagar
North Indian Kitchen,Takeaway,3.2,13,,No,No,North Indian,Bellandur,HSR
North Indian Meals,"Takeaway, Delivery",3.2,5,300,No,No,North Indian,Jayanagar,JP Nagar
North Indian Tadka,Quick Bites,3,6,200,No,No,"Chinese, North Indian",Old Airport Road,Ejipura
North Indies,Quick Bites,3.8,25,450,Yes,No,North Indian,Marathahalli,Kaggadasapura
North Met South,Casual Dining,2.8,40,800,No,No,"North Indian, South Indian",Bellandur,Sarjapur Road
North Rasoe,Casual Dining,3.1,5,500,Yes,No,"North Indian, Chinese, Biryani, Kebab",Banashankari,Kumaraswamy Layout
North Se South Veg & Non-Veg Restaurants,Quick Bites,3.6,17,250,Yes,No,"South Indian, North Indian, Chinese",Frazer Town,Banaswadi
North Wale Restaurant,Casual Dining,2.9,115,800,No,No,"North Indian, Chinese",Brookefield,Brookefield
Northam's Pizza.Pita,Quick Bites,4.1,671,450,Yes,No,"Italian, Pizza",HSR,HSR
Northern Bites,Casual Dining,3.2,51,400,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bannerghatta Road
Northern Gate- Gateway Hotel,Casual Dining,3.9,40,1900,No,Yes,North Indian,Brigade Road,Residency Road
Northern Route,Quick Bites,4.1,159,300,Yes,No,"North Indian, Street Food",Brigade Road,St. Marks Road
Northway Cuisine,Quick Bites,2.8,40,350,No,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
Northwind,Casual Dining,3.9,83,650,No,No,"Biryani, Chinese, North Indian, Mangalorean",Malleshwaram,Seshadripuram
Nossa Goa,Casual Dining,4.1,292,1000,Yes,Yes,"Goan, Seafood, Konkan, Desserts",Indiranagar,Richmond Road
Nostradamus Bar & Lounge,Bar,3.6,14,1500,No,No,"North Indian, South Indian, Chinese, Continental",Brigade Road,Cunningham Road
Not Just Parathas,Quick Bites,3.8,170,500,Yes,No,"North Indian, Chinese",Marathahalli,Kaggadasapura
Not Just Waffles,Dessert Parlor,4.1,120,400,Yes,No,"Desserts, Ice Cream",Brookefield,Brookefield
Notebook Food Court,Quick Bites,4,220,300,Yes,No,"Chinese, North Indian, Rolls",Electronic City,Electronic City
Nourich,Casual Dining,2.8,40,800,No,Yes,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",Bannerghatta Road,JP Nagar
Nouvelle Garden,Casual Dining,3.7,202,900,No,No,"North Indian, Continental, Italian","Byresandra,Tavarekere,Madiwala",JP Nagar
Now Momos,Quick Bites,3.4,11,200,No,No,"Chinese, Fast Food, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
NTR Cafe,Quick Bites,2.9,4,100,Yes,No,"Chinese, Fast Food",Frazer Town,Kammanahalli
nu.tree,Delivery,4.3,300,400,Yes,No,"North Indian, Healthy Food, Beverages",Sarjapur Road,Sarjapur Road
Nukkad,Casual Dining,3,106,500,Yes,No,"North Indian, Chinese",Bellandur,Bellandur
Nukkad Box,Quick Bites,3.7,25,400,No,No,"North Indian, Fast Food, Desserts, Beverages",Marathahalli,Marathahalli
NutBerry,"Dessert Parlor, Beverage Shop",3.7,34,150,Yes,No,"Beverages, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",HSR
Nutri Fit,"Takeaway, Delivery",2.8,40,300,No,No,Healthy Food,Bannerghatta Road,JP Nagar
Nutri Rich,Quick Bites,3.8,53,350,Yes,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
NutriFit,Quick Bites,2.8,40,200,Yes,No,Healthy Food,Indiranagar,Indiranagar
Nutripress,Beverage Shop,3.3,4,200,Yes,No,Juices,Koramangala 4th Block,Koramangala 8th Block
Nutrition on Wheels,"Takeaway, Delivery",2.9,23,300,No,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",BTM
Nuts Over Salads Cafe,Cafe,4.4,197,800,Yes,Yes,"Cafe, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Nutty Affair,Quick Bites,3.7,25,350,Yes,No,Desserts,Bellandur,HSR
Nutty Squirrel,Kiosk,3.8,72,300,Yes,No,"Ice Cream, Desserts",Bellandur,Bellandur
NV Naidu Hotel,Quick Bites,3.9,36,250,No,No,Biryani,Basavanagudi,City Market
NV Patisserie,"Takeaway, Delivery",3.6,10,350,No,No,"Desserts, Bakery",Koramangala 4th Block,Koramangala 1st Block
NY Pizza & Waffles,Quick Bites,3.1,273,400,Yes,No,"Pizza, Desserts",Electronic City,Electronic City
NY Pizza And Waffles,Quick Bites,2.8,40,300,Yes,No,"Pizza, Fast Food",Bellandur,Sarjapur Road
NY8LIFE,Delivery,3.2,4,300,No,No,"North Indian, Rolls, Biryani","Byresandra,Tavarekere,Madiwala",BTM
NYS Kitchen,Quick Bites,3.6,25,500,No,No,"North Indian, Chinese",Whitefield,Whitefield
O.G. Variar & Sons,Bakery,4.8,1156,200,No,No,"Bakery, Desserts",Malleshwaram,Rajajinagar
O2 Juice Bar,"Beverage Shop, Quick Bites",3.5,11,200,Yes,No,"Juices, Fast Food",Brookefield,Marathahalli
Oak Tavern,Casual Dining,3.5,9,1000,No,No,"Continental, North Indian",Brookefield,Whitefield
Oakleaf,Casual Dining,3.9,40,2000,Yes,No,"Asian, Continental, North Indian, Italian",Brookefield,Whitefield
Oasis Food Center,Quick Bites,,40,150,No,No,Fast Food,Basavanagudi,Basavanagudi
Oasis Restaurant,Casual Dining,2.9,28,550,No,No,"North Indian, Chinese, Kebab",Electronic City,Electronic City
Ober Cafe,Quick Bites,3.5,10,200,Yes,No,"Fast Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,Lounge,3.7,37,2000,No,No,Continental,New BEL Road,New BEL Road
Occasions,Bakery,4.3,189,400,Yes,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
OCEA HOTEL,Casual Dining,3.7,278,800,Yes,No,"North Indian, Chinese, Seafood",Indiranagar,Brigade Road
Ocean,Casual Dining,3.8,213,700,Yes,No,"Mexican, Continental, Italian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Ocean's Delight,Casual Dining,3.4,13,700,No,No,"Seafood, Biryani, South Indian",Kalyan Nagar,Kammanahalli
Odia By Nature,Quick Bites,3.7,41,500,No,No,Oriya,Brookefield,Marathahalli
Odia Dine,Casual Dining,3.8,47,400,No,No,Oriya,Indiranagar,Old Airport Road
Odians,Quick Bites,3.1,44,500,Yes,No,"North Indian, Chinese, Oriya",Marathahalli,Marathahalli
Odisha Kitchen,Quick Bites,3.1,95,500,Yes,No,"Oriya, North Indian, Chinese",Brookefield,Marathahalli
Odisha Platter,Quick Bites,3.8,294,350,Yes,No,Oriya,Brookefield,Marathahalli
Odissi Restaurant,Casual Dining,2.8,62,500,Yes,No,"Oriya, Bengali","Byresandra,Tavarekere,Madiwala",BTM
Off D' Hook,Casual Dining,3.7,88,800,No,Yes,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",Marathahalli,Marathahalli
Office Lunch Box,Delivery,3.6,113,200,Yes,No,"Andhra, North Indian",Marathahalli,Whitefield
Oggarne,"Takeaway, Delivery",3.2,13,300,No,No,"South Indian, North Indian, Chinese",Jayanagar,Wilson Garden
Oh My Biryani,"Takeaway, Delivery",3.7,439,550,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",HSR
Oh My Chaat,Quick Bites,3.1,18,300,Yes,No,Street Food,Brigade Road,Frazer Town
Oh So Stoned!,Food Court,4.1,96,250,No,No,"Beverages, Desserts",Malleshwaram,Malleshwaram
Oh! Calcutta,"Casual Dining, Bar",4.4,1105,1200,Yes,Yes,"Bengali, Seafood",Brigade Road,Church Street
Oil Pump,Bar,3.7,68,1000,No,No,"Finger Food, Continental",Koramangala 4th Block,Koramangala 6th Block
OKI,Casual Dining,4.5,418,1200,Yes,Yes,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese",Kalyan Nagar,Kammanahalli
OKO - The Lalit Ashok Bangalore,Fine Dining,4,207,2200,No,Yes,"Japanese, Asian",Malleshwaram,Seshadripuram
Old Mumbai Ice Cream,Dessert Parlor,3.8,41,150,Yes,No,Ice Cream,Basavanagudi,Basavanagudi
Old Stories,Delivery,3.7,29,600,No,No,"Bengali, North Indian, Oriya",Electronic City,Electronic City
Oldtown Dilli,Casual Dining,4.1,252,750,Yes,Yes,"Mughlai, North Indian, Turkish, Afghan","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Olive - Era,Casual Dining,3.3,511,550,Yes,No,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",Banashankari,Kumaraswamy Layout
Olive Bar And Kitchen,Casual Dining,4.5,2194,1800,No,Yes,"Mediterranean, European, Salad",Brigade Road,Richmond Road
Olive Garden,Casual Dining,3.7,214,700,Yes,No,"Arabian, North Indian, Chinese, Beverages",Kalyan Nagar,Kalyan Nagar
Olive Tree,Casual Dining,3.8,59,700,No,Yes,"North Indian, South Indian, Chinese",Rajajinagar,Magadi Road
Oliver Wraps,"Takeaway, Delivery",3.1,8,300,Yes,No,"Rolls, Fast Food","Byresandra,Tavarekere,Madiwala",HSR
Oliver's Pub & Diner,"Pub, Casual Dining",3.9,539,1500,Yes,Yes,"Finger Food, American, Continental, Burger, Pizza",Brookefield,Whitefield
Om Made Cafe,Cafe,4,2729,1300,No,No,"Cafe, Continental, European, Juices","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Om Meals & Paratha Junction,Quick Bites,2.8,40,100,Yes,No,North Indian,New BEL Road,New BEL Road
Om Nom Thai,Food Truck,3.9,30,400,No,No,"Thai, Momos",HSR,South Bangalore
Om Sai Baba Mess,Mess,3.1,11,250,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
Om Sai Dham Bombay Hotel,Quick Bites,3.6,19,200,No,No,North Indian,Marathahalli,Marathahalli
Om Sai Punjabi Dhabha,Dhaba,3.4,10,250,Yes,No,North Indian,Whitefield,Whitefield
Om Sai Ram Food Junction,Quick Bites,3.7,39,200,No,No,North Indian,New BEL Road,Yeshwantpur
Om Sai Skanda Dosa Camp,Quick Bites,3.9,29,150,No,No,South Indian,Indiranagar,Indiranagar
Om Shiva Shakthi Chats Centre,Quick Bites,3.9,26,300,No,No,"Street Food, Fast Food",Banashankari,Basavanagudi
Om Sri Vinayaka Chats,"Takeaway, Delivery",2.8,40,500,No,No,"Street Food, Fast Food",Banashankari,Banashankari
Om Sweets & Fast Food,Quick Bites,3.4,19,200,No,No,"North Indian, Chinese, Mithai",Brookefield,Brookefield
Om Sweets & Snacks,Sweet Shop,3.9,34,150,No,No,"Mithai, Oriya, Bengali","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
OMG Biriyani,Quick Bites,3.4,16,600,Yes,No,"Biryani, Andhra, Chinese","Byresandra,Tavarekere,Madiwala",BTM
Omleterian,Delivery,3.3,4,200,Yes,No,"American, Continental",Brookefield,Whitefield
Om's Cafe Prana,Cafe,3.6,16,300,No,No,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
OMY Grill,Quick Bites,3.8,34,300,Yes,No,"Biryani, Rolls, Fast Food",HSR,HSR
On The Go,Quick Bites,2.8,40,400,No,No,"North Indian, Mughlai, Chinese",Whitefield,Whitefield
On the Go Cafeteria,Quick Bites,2.8,40,200,No,No,Fast Food,Sarjapur Road,Bellandur
On The Nose,Cafe,2.7,26,600,Yes,No,"Cafe, Italian, Mexican, Chinese",Koramangala 4th Block,Koramangala 5th Block
Once In Nature,Quick Bites,3.7,37,300,Yes,No,Healthy Food,Bannerghatta Road,JP Nagar
Once Upon A Flame,Casual Dining,4.5,2062,1200,Yes,No,"Steak, Continental, Burger, BBQ","Byresandra,Tavarekere,Madiwala",HSR
Once Upon a Rooftop,"Casual Dining, Bar",4.3,1236,1000,No,Yes,"Pizza, Italian, Chinese, Thai",Basavanagudi,Jayanagar
One Atria Cafe,Casual Dining,3.7,40,1600,No,Yes,"South Indian, Continental, North Indian",Brigade Road,Race Course Road
One Chu Restaurant,Casual Dining,3.9,324,600,Yes,No,"Chinese, Momos",Indiranagar,Old Airport Road
One For The Road,Bar,4.1,137,1200,Yes,Yes,"Continental, North Indian, Finger Food",Whitefield,Whitefield
ONE IN A MELON,"Beverage Shop, Quick Bites",4.1,413,300,Yes,No,"Juices, Healthy Food",Koramangala 7th Block,Koramangala 7th Block
One Night In Bangkok,Casual Dining,2.8,40,1400,No,No,"Asian, Thai",Indiranagar,Indiranagar
One Stop MARATHA,Quick Bites,3.1,39,250,No,No,Maharashtrian,Koramangala 4th Block,Koramangala 6th Block
Onesta,"Casual Dining, Cafe",4.3,355,600,Yes,Yes,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar
Online Cake and Flower.com,Bakery,3.2,6,500,Yes,No,"Bakery, Desserts",Whitefield,Whitefield
Only Parathas,Food Court,2.8,29,450,No,No,"North Indian, Street Food, Biryani",Whitefield,Whitefield
Only Sharjah,Beverage Shop,2.8,40,200,Yes,No,Beverages,Bannerghatta Road,BTM
ONS Food,Quick Bites,2.8,40,150,No,No,"North Indian, Chinese",Indiranagar,Thippasandra
Oogway Express,Casual Dining,3.3,10,600,Yes,No,"Chinese, Thai, Momos",Sarjapur Road,Bellandur
Ooh La La,Delivery,3.6,15,500,Yes,No,"North Indian, Biryani",Brookefield,Whitefield
Oolala,"Takeaway, Delivery",,40,600,No,No,"Bakery, Desserts",Koramangala 6th Block,Koramangala 1st Block
Oota Bangalore,Casual Dining,4.6,463,1700,No,No,South Indian,Brookefield,Whitefield
Ootada Mane,Casual Dining,2.9,67,600,Yes,No,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
Oottupura,Quick Bites,2.6,166,350,Yes,No,"Kerala, North Indian, Chinese, Rolls, Juices",Malleshwaram,New BEL Road
Oottupura Family Restaurant,Quick Bites,3.4,224,400,Yes,No,"Kerala, South Indian, Biryani",Bannerghatta Road,Bannerghatta Road
Ooty Chocolates,Dessert Parlor,3.3,9,300,Yes,No,Desserts,Bellandur,Sarjapur Road
Opel Lounge,Bar,3.2,7,700,No,No,"Finger Food, Chinese, North Indian",Malleshwaram,Yeshwantpur
Opt For Fitness,Delivery,3.4,7,400,No,No,"Continental, Healthy Food",Kalyan Nagar,Kammanahalli
OPUS Club,Pub,4.4,1496,1900,No,Yes,"Continental, Italian, North Indian, Mexican",Bellandur,Sarjapur Road
Opus Food Stories,"Bar, Casual Dining",4.5,200,1800,No,Yes,"Goan, Asian, North Indian, European, Continental",Sarjapur Road,Sarjapur Road
Orbis Restaurant,Casual Dining,3.9,1117,750,Yes,Yes,"Arabian, North Indian, Chinese, Salad, Beverages",Brookefield,Whitefield
Orchard Fresh,Dessert Parlor,3.3,21,400,No,No,"Ice Cream, Desserts",Brookefield,Brookefield
Orchid Wine And Dine,Casual Dining,2.9,10,700,No,No,"North Indian, Chinese, Mughlai",Kammanahalli,Banaswadi
Oregano Pizzeria,Cafe,3.7,52,450,Yes,No,"Cafe, Italian, Pizza",Koramangala 4th Block,Koramangala 4th Block
Oregano Soul Food,Cafe,4,158,700,Yes,No,Cafe,Whitefield,Whitefield
OrganicFeast,Quick Bites,2.9,45,400,Yes,No,"North Indian, Chinese, Healthy Food",Electronic City,Electronic City
Origami,Casual Dining,3.4,11,700,No,No,Japanese,Indiranagar,Indiranagar
Orzuv,"Casual Dining, Cafe",3.7,837,1100,Yes,Yes,"Kashmiri, Cafe",Whitefield,Whitefield
Ottetumba Veg & Non Veg Restaurant,Casual Dining,3.3,5,550,No,No,"North Indian, Chinese, Biryani",Malleshwaram,Rajajinagar
Ottimo - ITC Gardenia,Fine Dining,4.3,164,3000,No,Yes,"Italian, Salad",Brigade Road,Richmond Road
Output Bengaluru,"Pub, Casual Dining",4.5,900,1000,No,Yes,"North Indian, Continental",Marathahalli,Marathahalli
Oveanly,Bakery,,40,200,No,No,Bakery,Koramangala 6th Block,BTM
Oven Fresh,Bakery,,40,600,No,No,"Bakery, Fast Food",Indiranagar,Domlur
Ovenstory Pizza,Delivery,3.8,97,750,Yes,No,Pizza,Brigade Road,Vasanth Nagar
OvenTreats - Patisserie.Bistro,Casual Dining,4,81,1000,No,No,American,Kalyan Nagar,Kalyan Nagar
Over The Top Terrace Lounge,Lounge,3.9,1388,1400,No,Yes,"Continental, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Owl's Kitchen,Delivery,3.1,44,500,No,No,"North Indian, Chinese",Bannerghatta Road,BTM
Owly,Delivery,3.7,27,350,No,No,"Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala
Oyalo,Quick Bites,3,16,300,Yes,No,Pizza,Rajajinagar,Magadi Road
Oye Amritsar,Casual Dining,3.8,756,1000,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar
Oye Hoye,Quick Bites,3.8,69,300,Yes,No,North Indian,Kalyan Nagar,Kalyan Nagar
Oyster Bay,Casual Dining,3.2,5,550,No,No,North Indian,Indiranagar,Old Airport Road
Oz Pies,Delivery,3.8,37,400,Yes,No,"Australian, Continental",Bellandur,Bellandur
Ozaa,Casual Dining,3.6,31,1700,No,No,"Mediterranean, American, Asian",Brigade Road,Lavelle Road
Paakam,Quick Bites,3.7,64,150,No,No,South Indian,Marathahalli,Marathahalli
Paani Kum Chai,Beverage Shop,4,23,200,Yes,No,"Beverages, Fast Food",Bannerghatta Road,JP Nagar
Paanwadi,Dessert Parlor,3.3,6,100,No,No,"Desserts, Paan",HSR,HSR
Paaramparya Restaurant,Casual Dining,3.6,20,600,Yes,No,"Chettinad, Mangalorean, South Indian, North Indian",Frazer Town,Kammanahalli
Paavani Agencies,Dessert Parlor,2.8,40,100,No,No,Ice Cream,Marathahalli,Marathahalli
Pablo's Gastrobar,Bar,4,1075,1450,No,No,"Finger Food, American, Asian, Italian",Brookefield,Whitefield
Pabrai's Fresh & Naturelle Icecreams,Dessert Parlor,3.9,128,200,Yes,No,"Ice Cream, Desserts",Jayanagar,Koramangala 5th Block
Pabrai's Fresh and Naturelle Icecreams,Dessert Parlor,3.7,118,,No,No,"Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala",BTM
Padosi Apke Apne,Quick Bites,2.8,40,300,No,No,"South Indian, Chinese, North Indian",Bannerghatta Road,JP Nagar
PagalKhana,Casual Dining,3.8,146,1000,Yes,Yes,"Continental, Chinese, Fast Food, Beverages",Koramangala 6th Block,Koramangala 4th Block
Page 3 Multicuisine Restaurant & Bar,Bar,3.5,14,800,No,No,"North Indian, Chinese, Finger Food",Brigade Road,Residency Road
Pai Vihar,Quick Bites,2.8,54,400,Yes,No,"South Indian, Street Food, Chinese, Fast Food",Brigade Road,Vasanth Nagar
Pailwan House,Quick Bites,,40,350,No,No,"Fast Food, Biryani",Basavanagudi,Basavanagudi
Painted Platters,Bakery,3.9,38,300,No,No,"Bakery, Desserts",Church Street,Ulsoor
Pai's Kitchen,Quick Bites,3.4,13,200,Yes,No,South Indian,Koramangala 6th Block,Koramangala 2nd Block
Paisa Vasool,Quick Bites,3.3,8,400,Yes,No,North Indian,Indiranagar,Domlur
Pait Full,Casual Dining,3.8,70,750,Yes,No,"North Indian, Chinese, Biryani",Marathahalli,Kaggadasapura
Pakiza Dilli Darbar Restaurant,Quick Bites,3.2,13,300,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Pakwan,Casual Dining,4.1,289,800,Yes,Yes,"North Indian, Chinese, Italian",Malleshwaram,Sadashiv Nagar
Pakwan Family Restaurant,Quick Bites,3.4,5,400,No,No,"North Indian, Chinese",Marathahalli,Marathahalli
